wn_synset	babelnet_id	pos	lemmata	definition	confidence	dist_from_music	dist_from_entity	ANNOTATION
wn:10272375n	bn:00052022n	n	Lord_of_Misrule	a person appointed master of revels at a Christmas celebration	0.048	10	6	NO
wn:03691817n	bn:00052106n	n	lounge, waiting_room, waiting_area	a room (as in a hotel or airport) with seating where people can wait	0.341	12	8	NO
wn:07051728n	bn:00052128n	n	love_song, love-song	a song about love or expressing love for another person	0.429	3	7	YES
wn:11227101n	bn:00052236n	n	Pavarotti, Luciano_Pavarotti	Italian tenor (born in 1935)	0.469	13	9	NO
wn:10277132n	bn:00052335n	n	luncher	someone who is eating lunch	0.333	11	7	NO
wn:10277638n	bn:00052378n	n	lutist, lutanist, lutenist	a musician who plays the lute	0.456	11	7	YES
wn:03699280n	bn:00052470n	n	lyre	a harp used by ancient Greeks for accompaniment	0.176	15	11	YES
wn:04983688n	bn:00052474n	n	lyricality, lyricism, songfulness	the property of being suitable for singing	1.0	8	6	YES
wn:07059821n	bn:00052630n	n	macumba	popular dance music of Brazil; derived from the practices of the macumba religious cult	0.25	3	6	YES
wn:11148748n	bn:00052650n	n	Madonna, Madonna_Louise_Ciccone	United States pop singer and sex symbol during the 1980s (born in 1958)	0.367	12	8	NO
wn:07052925n	bn:00052656n	n	madrigal	an unaccompanied partsong for 2 or 3 voices; follows a strict poetic form	0.559	4	8	YES
wn:10279867n	bn:00052657n	n	madrigalist	a singer of madrigals	1.0	12	8	YES
wn:06860826n	bn:00052883n	n	major_scale, major_diatonic_scale	a diatonic scale with notes separated by whole tones except for the 3rd and 4th and 7th and 8th	0.657	10	10	YES
wn:00538668n	bn:00053074n	n	mambo	a Latin American dance similar in rhythm to the rumba	0.584	10	8	YES
wn:03716887n	bn:00053161n	n	mandola	an early type of mandolin	0.695	15	11	YES
wn:10292316n	bn:00053285n	n	manufacturer, producer	someone who manufactures something	0.855	10	6	NO
wn:03720891n	bn:00053321n	n	maraca	a percussion instrument consisting of a hollow gourd containing pebbles or beans; often played in pairs	0.445	13	9	YES
wn:07058296n	bn:00053355n	n	marching_music, march	genre of music written for marching	0.632	2	5	YES
wn:08249207n	bn:00053366n	n	marching_band	a band that marches (as in a parade) and plays music at the same time	0.471	9	7	YES
wn:08250409n	bn:00053411n	n	mariachi	a group of street musicians in Mexico	0.484	9	7	YES
wn:03721384n	bn:00053421n	n	marimba, xylophone	a percussion instrument with wooden bars tuned to produce a chromatic scale and with resonators; played with small mallets	0.621	13	9	YES
wn:07049205n	bn:00053539n	n	Marseillaise	the French national anthem	0.262	5	9	YES
wn:07058468n	bn:00053577n	n	military_march, military_music, martial_music	brisk marching music suitable for troops marching in a military parade	0.463	3	6	YES
wn:07033753n	bn:00053666n	n	Mass	a musical setting for a Mass	0.631	3	6	YES
wn:11255085n	bn:00053900n	n	Ravel, Maurice_Ravel	French composer and exponent of Impressionism (1875-1937)	0.468	12	8	NO
wn:03732020n	bn:00053910n	n	Mauser	trademark for a repeating rifle or pistol	0.004	16	12	NO
wn:07056021n	bn:00053966n	n	mazurka	music composed for dancing the mazurka	0.548	2	6	YES
wn:11167952n	bn:00053977n	n	McCartney, Paul_McCartney, Sir_James_Paul_McCartney	English rock star and bass guitarist and songwriter who with John Lennon wrote most of the music for the Beatles (born in 1942)	0.558	13	9	NO
wn:03738066n	bn:00054057n	n	mechanical_piano, Pianola, player_piano	a mechanically operated piano that uses a roll of perforated paper to activate the keys	0.471	14	10	YES
wn:07047505n	bn:00054166n	n	medley, potpourri, pastiche	a musical composition consisting of a series of songs or other musical pieces from various sources	0.729	2	6	YES
wn:04983848n	bn:00054256n	n	melodiousness, tunefulness	the property of having a melody	1.0	8	6	YES
wn:05711915n	bn:00054258n	n	melody, tonal_pattern	the perception of pleasant arrangements of musical notes	0.833	11	9	YES
wn:15265331n	bn:00054347n	n	meno_mosso	played at reduced speed; less rapid	0.763	8	6	YES
wn:11175040n	bn:00054396n	n	Menuhin, Yehudi_Menuhin, Sir_Yehudi_Menuhin	British violinist (born in the United States) who began his career as a child prodigy in the 1920s (1916-1999)	0.395	12	8	NO
wn:07042405n	bn:00054527n	n	Messiah	an oratorio composed by Handel in 1742	0.669	4	7	NO
wn:10311995n	bn:00054558n	n	metalhead	a fan of heavy metal music	0.667	10	6	YES
wn:04991738n	bn:00054612n	n	meter, metre, time	rhythm as given by division into parts of equal duration	0.756	8	6	YES
wn:03757604n	bn:00054669n	n	metronome	clicking pendulum indicates the exact tempo of a piece of music	0.401	13	9	YES
wn:10313441n	bn:00054698n	n	mezzo-soprano, mezzo	a soprano with a voice between soprano and contralto	0.864	13	9	YES
wn:06873017n	bn:00054699n	n	mezzo-soprano, mezzo	the female singing voice between contralto and soprano	1.0	5	5	YES
wn:06861020n	bn:00055200n	n	minor_scale, minor_diatonic_scale	a diatonic scale with notes separated by whole tones except for the 2nd and 3rd and 5th and 6th	0.643	10	10	YES
wn:07049849n	bn:00055219n	n	minstrelsy	ballads sung by minstrels	1.0	4	8	YES
wn:07056113n	bn:00055232n	n	minuet	a stately piece of music composed for dancing the minuet; often incorporated into a sonata or suite	0.697	2	6	YES
wn:00084895n	bn:00055273n	n	misappropriation	wrongful borrowing	0.5	10	8	NO
wn:10322238n	bn:00055297n	n	misfit	someone unable to adapt to their circumstances	0.909	9	5	NO
wn:00549610n	bn:00055432n	n	parody, mockery, takeoff	humorous or satirical mimicry	0.763	11	9	NO
wn:07063921n	bn:00055474n	n	modern_jazz, new_jazz, neo_jazz	any of various styles of jazz that appeared after 1940	0.816	4	7	YES
wn:11198375n	bn:00055480n	n	Mussorgsky, Moussorgsky, Modest_Mussorgsky, Modest_Moussorgsky, Modest_Petrovich_Mussorgsky, Modest_Petrovich_Moussorgsky	Russian composer of operas and orchestral works (1839-1881)	0.425	12	8	NO
wn:07087641n	bn:00055494n	n	transition, modulation	a musical passage moving from one key to another	0.875	3	7	YES
wn:11185500n	bn:00055683n	n	Monk, Thelonious_Monk, Thelonious_Sphere_Monk	United States jazz pianist who was one of the founders of the bebop style (1917-1982)	0.621	12	8	NO
wn:07024705n	bn:00055709n	n	monophony, monophonic_music, monody	music consisting of a single vocal part (usually with accompaniment)	0.575	1	5	YES
wn:00293125n	bn:00055825n	n	moonwalk	a kind of dance step in which the dancer seems to be sliding on the spot	0.234	12	10	YES
wn:06269674n	bn:00055871n	n	morceau	a short literary or musical composition	0.5	2	6	YES
wn:05931980n	bn:00055965n	n	mosaic	a pattern resembling a mosaic	0.0	8	6	NO
wn:07280754n	bn:00055997n	n	motet	an unaccompanied choral composition with sacred lyrics; intended to be sung as part of a church service; originated in the 13th century	0.642	2	6	YES
wn:07029682n	bn:00056024n	n	motif, motive	a theme that is repeated or elaborated in a piece of music	0.811	3	7	YES
wn:10335679n	bn:00056139n	n	mouth	a person conceived as a consumer of food	0.25	11	7	NO
wn:07046339n	bn:00056157n	n	movement	a major self-contained part of a symphony or sonata	0.902	2	6	YES
wn:11194355n	bn:00056176n	n	Mozart, Wolfgang_Amadeus_Mozart	prolific Austrian composer and child prodigy; master of the classical style in all its forms of his time (1756-1791)	0.398	12	8	NO
wn:07278652n	bn:00056177n	n	Mozart	the music of Mozart	1.0	1	5	NO
wn:07215816n	bn:00056193n	n	muckraking	the exposure of scandal (especially about public figures)	0.333	10	8	NO
wn:03800485n	bn:00056425n	n	musette_pipe	a small simple oboe	0.5	17	13	YES
wn:07020895n	bn:00056443n	n	music	an artistic form of auditory communication incorporating instrumental or vocal tones in a structured and continuous manner	0.428	0	4	YES
wn:05718935n	bn:00056445n	n	music	(music) the sounds produced by singers or musical instruments (or reproductions of such sounds)	1.0	11	9	YES
wn:03801353n	bn:00056446n	n	music_box, musical_box	produces music by means of pins on a revolving cylinder that strike the tuned teeth of a comb-like metal plate	0.229	12	8	YES
wn:10339856n	bn:00056447n	n	music_critic	a critic of musical performances	0.486	11	7	YES
wn:03801760n	bn:00056453n	n	music_stand, music_rack	a light stand for holding sheets of printed music	0.521	13	9	YES
wn:00339173n	bn:00056459n	n	musical_chairs	a rearrangement that has no practical effect or significance	0.5	13	11	YES
wn:07026920n	bn:00056460n	n	musical_drama	opera in which the musical and dramatic elements are equally important; the music is appropriate to the action	0.8	4	7	YES
wn:08246613n	bn:00056461n	n	musical_organization, musical_organisation, musical_group	an organization of musicians who perform together	0.898	7	5	YES
wn:06814870n	bn:00056462n	n	musical_notation	(music) notation used by musicians	0.496	6	6	YES
wn:06865345n	bn:00056463n	n	note, musical_note, tone	a notation representing the pitch and duration of a musical sound	0.465	7	7	YES
wn:07044917n	bn:00056465n	n	passage, musical_passage	a short section of a musical composition	0.867	2	6	YES
wn:05711791n	bn:00056466n	n	musical_perception	the auditory perception of musical sounds	0.229	10	8	YES
wn:00100253n	bn:00056467n	n	musical_performance	the act of performing music	1.0	11	9	YES
wn:07045353n	bn:00056468n	n	phrase, musical_phrase	a short musical passage	0.657	3	7	YES
wn:06856568n	bn:00056469n	n	scale, musical_scale	(music) a series of notes differing in pitch according to a specific scheme (usually within an octave)	0.76	7	7	YES
wn:06815714n	bn:00056470n	n	score, musical_score	a written form of a musical composition; parts for different instruments appear on separate staves on large pages	0.556	3	7	YES
wn:06864524n	bn:00056473n	n	time_signature, musical_time_signature	a musical notation indicating the number of beats to a measure and kind of note that takes a beat	0.829	7	7	YES
wn:04983402n	bn:00056474n	n	musicality, musicalness	the property of sounding like music	0.424	7	5	YES
wn:10339966n	bn:00056475n	n	musician	artist who composes or conducts music as a profession	0.769	10	6	YES
wn:05643611n	bn:00056490n	n	musketry	the technique of using small arms (especially in battle)	0.333	8	6	NO
wn:03802973n	bn:00056536n	n	mute	a device used to soften the tone of a musical instrument	0.623	12	8	YES
wn:10343211n	bn:00056577n	n	mycophagist, mycophage	a person or animal who eats fungi (especially mushrooms)	0.005	11	7	NO
wn:04727559n	bn:00056668n	n	mystique	an aura of heightened value or interest or meaning surrounding a person or thing	0.25	7	5	NO
wn:06372680n	bn:00056669n	n	myth	a traditional story accepted as history; serves to explain the world view of a people	0.006	8	8	NO
wn:06397307n	bn:00056859n	n	narration	(rhetoric) the second section of an oration in which the facts are set forth	0.5	2	6	NO
wn:04989362n	bn:00056892n	n	nasality	a quality of the voice that is produced by nasal resonators	0.047	8	6	YES
wn:07049055n	bn:00056917n	n	national_anthem	a song formally adopted as the anthem for a nation	0.24	4	8	YES
wn:00084642n	bn:00057009n	n	naturalization, naturalisation	changing the pronunciation of a borrowed word to agree with the borrowers' phonology	0.2	10	8	NO
wn:07035598n	bn:00057215n	n	spiritual, Negro_spiritual	a kind of religious song originated by Blacks in the southern United States	0.371	4	7	YES
wn:11219851n	bn:00057617n	n	Paganini, Niccolo_Paganini	Italian violinist and composer of music for the violin (1782-1840)	0.394	12	8	NO
wn:11207585n	bn:00057715n	n	Nijinsky, Vaslav_Nijinsky, Waslaw_Nijinsky	Russian dancer considered by many to be the greatest dancer of the 20th century (1890-1950)	0.241	11	7	NO
wn:11262929n	bn:00057720n	n	Rimsky-Korsakov, Nikolai_Andreyevich_Rimsky-Korsakov, Rimski-Korsakov, Nikolai_Andreyevich_Rimski-Korsakov	Russian composer of operas and orchestral works; often used themes from folk music (1844-1908)	0.492	12	8	NO
wn:07047679n	bn:00057845n	n	nocturne, notturno	a pensive lyrical piece of music (especially for the piano)	0.699	2	6	YES
wn:07387509n	bn:00057863n	n	noise	sound of any kind (especially unintelligible or dissonant sound)	0.868	8	6	YES
wn:10362765n	bn:00058135n	n	nosher, snacker	someone who eats lightly or eats snacks between meals	0.167	11	7	NO
wn:04727694n	bn:00058147n	n	note	a characteristic emotional quality	1.0	7	5	YES
wn:06410776n	bn:00058169n	n	notice	a short critical review	0.0	7	7	NO
wn:07029581n	bn:00058426n	n	obbligato, obligato	a persistent but subordinate motif	1.0	4	8	YES
wn:06815970n	bn:00058427n	n	obbligato, obligato	a part of the score that must be performed without change or omission	1.0	2	6	YES
wn:03839276n	bn:00058482n	n	oboe_d'amore	an oboe pitched a minor third lower than the ordinary oboe; used to perform baroque music	0.765	17	13	YES
wn:03839172n	bn:00058483n	n	oboe_da_caccia	an alto oboe; precursor of the English horn	1.0	17	13	YES
wn:10369317n	bn:00058484n	n	oboist	a musician who plays the oboe	1.0	11	7	YES
wn:08248047n	bn:00058608n	n	octet, octette	eight performers or singers who perform together	1.0	8	6	YES
wn:07042137n	bn:00058610n	n	octet, octette	a musical composition written for eight performers	1.0	2	6	YES
wn:07087102n	bn:00058673n	n	upbeat, offbeat	an unaccented beat (especially the last beat of a measure)	0.798	8	6	YES
wn:10377542n	bn:00058951n	n	omnivore	a person who eats all kinds of foods	0.333	11	7	NO
wn:11215205n	bn:00059019n	n	Ono, Yoko_Ono	United States musician (born in Japan) who married John Lennon and collaborated with him on recordings (born in 1933)	0.451	11	7	NO
wn:07026352n	bn:00059107n	n	opera	a drama set to music; consists of singing with orchestral accompaniment and an orchestral overture and interludes	0.553	3	6	YES
wn:10378290n	bn:00059112n	n	opera_star, operatic_star	singer of lead role in an opera	0.75	12	8	YES
wn:11216100n	bn:00059280n	n	Orbison, Roy_Orbison	United States composer and rockabilly tenor popular in the 1950s (1936-1988)	0.546	12	8	NO
wn:08248157n	bn:00059285n	n	orchestra	a musical organization consisting of a group of instrumentalists including string players	0.72	8	6	YES
wn:03853291n	bn:00059287n	n	orchestra_pit, pit	lowered area in front of a stage where an orchestra accompanies the performers	0.37	11	7	YES
wn:07038615n	bn:00059288n	n	orchestration	an arrangement of a piece of music for performance by an orchestra or band	1.0	3	7	YES
wn:01008801n	bn:00059289n	n	orchestration	an arrangement of events that attempts to achieve a maximum effect	0.25	12	10	NO
wn:03854065n	bn:00059461n	n	organ, pipe_organ	wind instrument whose sound is produced by means of pipes arranged in sets supplied with air from a bellows and controlled from a large complex musical keyboard	0.344	13	9	YES
wn:10382825n	bn:00059486n	n	organist	a person who plays an organ	0.604	11	7	YES
wn:09735113n	bn:00059645n	n	Ottoman, Ottoman_Turk, Osmanli	a Turk (especially a Turk who is a member of the tribe of Osman I)	0.013	12	8	NO
wn:07045637n	bn:00059680n	n	ostinato	a musical phrase repeated over and over during a composition	0.87	4	8	YES
wn:11258214n	bn:00059731n	n	Respighi, Ottorino_Respighi	Italian composer remembered for his symphonic poems (1879-1936)	0.552	12	8	NO
wn:06688751n	bn:00059828n	n	ovation, standing_ovation	enthusiastic recognition (especially one accompanied by loud applause)	0.078	6	6	YES
wn:00914343n	bn:00059902n	n	overproduction, overrun	too much production or more than expected	0.789	12	10	NO
wn:07040820n	bn:00059923n	n	overture	orchestral music played at the beginning of an opera or oratorio	0.716	1	5	YES
wn:11219502n	bn:00060039n	n	Ozawa, Seiji_Ozawa	United States conductor (born in Japan in 1935)	0.553	12	8	NO
wn:15264363n	bn:00060099n	n	tempo, pacing	(music) the speed at which a composition is to be played	0.764	7	5	YES
wn:04537436n	bn:00060211n	n	virginal, pair_of_virginals	a legless rectangular harpsichord; played (usually by women) in the 16th and 17th centuries	0.287	15	11	YES
wn:03884397n	bn:00060368n	n	panpipe, pandean_pipe, syrinx	a primitive wind instrument consisting of several parallel pipes bound together	0.319	14	10	YES
wn:07388706n	bn:00060422n	n	pant	the noise made by a short puff of steam (as from an engine)	0.333	9	7	YES
wn:07030718n	bn:00060770n	n	part, voice	the melody carried by a particular voice or instrument in polyphonic music	0.596	2	6	YES
wn:01255452n	bn:00060773n	n	part-singing	singing with three or more voice parts	0.671	11	9	YES
wn:07030976n	bn:00060775n	n	part_music	vocal music for several voices in independent parts (usually performed without accompaniment)	0.909	1	5	YES
wn:07047275n	bn:00060813n	n	partita	one of the variations contained in a partita	1.0	4	8	YES
wn:07047165n	bn:00060814n	n	partita	(music) an instrumental suite common in the 18th century	0.812	3	7	YES
wn:07052799n	bn:00060833n	n	partsong	a song with two or more voice parts	0.682	3	7	YES
wn:07056265n	bn:00060869n	n	paso_doble	music in march time composed for dancing the paso doble; often played at bull fights	0.371	2	6	YES
wn:06400271n	bn:00060882n	n	passage	a section of text; particularly a section of medium length	0.333	2	6	NO
wn:03897520n	bn:00060947n	n	pastiche	a work of art that imitates the style of some previous work	0.182	12	8	NO
wn:11301279n	bn:00061069n	n	Simon, Paul_Simon	United States singer and songwriter (born in 1942)	0.584	12	8	NO
wn:07056406n	bn:00061078n	n	pavane, pavan	music composed for dancing the pavane	0.583	2	6	YES
wn:07295629n	bn:00061123n	n	wages, reward, payoff	a recompense for worthy acts or retribution for wrongdoing	0.333	10	8	NO
wn:13284973n	bn:00061124n	n	payola	a bribe given to a disc jockey to induce him to promote a particular record	0.545	11	9	YES
wn:06858674n	bn:00061230n	n	pedal_point, pedal	a sustained bass note	0.924	8	8	YES
wn:10412784n	bn:00061259n	n	peeler	a worker who peels the skins from fruits and vegetables	0.0	9	5	NO
wn:05045208n	bn:00061303n	n	rain, pelting	anything happening rapidly or in quick successive	0.32	9	7	NO
wn:03912218n	bn:00061399n	n	pennywhistle, tin_whistle, whistle	an inexpensive fipple flute	0.587	15	11	YES
wn:06861435n	bn:00061429n	n	pentatonic_scale, pentatone	a gapped scale with five notes; usually the fourth and seventh notes of the diatonic scale are omitted	0.726	9	9	YES
wn:08217557n	bn:00061528n	n	percussion_section, percussion, rhythm_section	the section of a band or orchestra that plays percussion instruments	0.909	9	7	YES
wn:10415037n	bn:00061532n	n	percussionist	a musician who plays percussion instruments	0.696	11	7	YES
wn:06157326n	bn:00061565n	n	performing_arts	arts or skills that require public performance	0.17	10	8	NO
wn:11290984n	bn:00061800n	n	Seeger, Pete_Seeger, Peter_Seeger	United States folk singer who was largely responsible for the interest in folk music in the 1960s (born in 1919)	0.364	13	9	NO
wn:11333762n	bn:00061805n	n	Tchaikovsky, Peter_Tchaikovsky, Peter_Ilich_Tchaikovsky, Pyotr_Tchaikovsky, Pyotr_Ilych_Tchaikovsky	important Russian composer whose works are noted for their expressive melodies (1840-1893)	0.446	12	8	NO
wn:08248856n	bn:00061953n	n	symphony_orchestra, symphony, philharmonic	a large orchestra; can perform symphonies	0.717	9	7	YES
wn:04064401n	bn:00062042n	n	record_player, phonograph	machine in which rotating records cause a stylus to vibrate and the vibrations are amplified acoustically or electronically	0.223	12	8	YES
wn:04991389n	bn:00062202n	n	piano, pianissimo	(music) low loudness	0.739	8	6	YES
wn:10430665n	bn:00062203n	n	pianist, piano_player	a person who plays the piano	0.847	11	7	YES
wn:00889883n	bn:00062205n	n	piano_lesson	a lesson in playing the piano	0.714	14	12	YES
wn:06815621n	bn:00062207n	n	piano_music	sheet music to be played on a piano	1.0	3	7	YES
wn:07044276n	bn:00062209n	n	piano_sonata	a sonata for piano	0.923	4	7	YES
wn:07058762n	bn:00062215n	n	pibroch	martial music with variations; to be played by bagpipes	0.533	4	7	NO
wn:10432189n	bn:00062254n	n	picnicker, picknicker	a person who is picnicking	0.5	11	7	NO
wn:11408041n	bn:00062467n	n	Zukerman, Pinchas_Zukerman	Israeli violinist (born in 1948)	0.508	12	8	NO
wn:03945615n	bn:00062571n	n	pipe	a tubular wind instrument	0.457	13	9	YES
wn:10434947n	bn:00062578n	n	pipe_major	the chief piper in a band of bagpipes	0.227	12	8	YES
wn:11235926n	bn:00062629n	n	Piston, Walter_Piston	United States neoclassical composer (1894-1976)	0.646	12	8	NO
wn:03950647n	bn:00062651n	n	pitch_pipe	a small pipe sounding a tone of standard frequency; used to establish the starting pitch for unaccompanied singing	0.621	14	10	YES
wn:07024607n	bn:00062696n	n	pizzicato	a note or passage that is played pizzicato	0.806	1	5	YES
wn:07395104n	bn:00062837n	n	splash, plash	the sound like water splashing	0.087	9	7	YES
wn:06494016n	bn:00062937n	n	playlist, play_list	a list of musical selections for performance or for broadcast by radio	0.22	7	7	YES
wn:01020770n	bn:00062940n	n	playback	the act of reproducing recorded sound	1.0	13	11	YES
wn:00101191n	bn:00062956n	n	playing	the act of playing a musical instrument	1.0	12	10	YES
wn:07389931n	bn:00063047n	n	plonk	the noise of something dropping (as into liquid)	0.5	9	7	YES
wn:07390049n	bn:00063048n	n	plop	the noise of a rounded object dropping into a liquid without a splash	0.5	9	7	YES
wn:05865652n	bn:00063051n	n	plot_element	a component or element of the plot of a story	0.333	11	9	NO
wn:03968728n	bn:00063080n	n	plumb_bob, plumb, plummet	the metal bob of a plumb line	0.107	11	7	NO
wn:07390205n	bn:00063095n	n	plump	the sound of a sudden heavy fall	0.333	9	7	YES
wn:05865998n	bn:00063213n	n	point	a geometric element that has position but no extension	0.25	11	9	NO
wn:10448568n	bn:00063265n	n	poisoner	someone who kills with poison	0.333	9	5	NO
wn:07056504n	bn:00063360n	n	polka	music performed for dancing the polka	0.542	2	6	YES
wn:07025151n	bn:00063473n	n	polytonality, polytonalism	music that uses two or more different keys at the same time	0.829	1	5	YES
wn:11242469n	bn:00063517n	n	Ponselle, Rosa_Ponselle, Rosa_Melba_Ponselle	United States soprano (1897-1981)	1.0	13	9	NO
wn:07059962n	bn:00063557n	n	pop_music, pop	music of general appeal to teenagers; a bland watered-down version of rock'n'roll with more rhythm and harmony and an emphasis on romantic love	0.749	3	6	YES
wn:08249752n	bn:00063562n	n	pop_group	a group that plays pop music	0.667	9	7	YES
wn:07059255n	bn:00063586n	n	popular_music, popular_music_genre	any genre of music having wide appeal (but usually only for a short time)	0.742	2	5	YES
wn:07025302n	bn:00063591n	n	popularism	music adapted to the understanding and taste of the majority	0.5	1	5	YES
wn:10455915n	bn:00063698n	n	poseur, poser	a person who habitually pretends to be something he is not	0.656	12	8	NO
wn:10456070n	bn:00063700n	n	poseuse	a woman poseur	0.5	13	9	NO
wn:07041344n	bn:00063801n	n	postlude	a voluntary played at the end of a religious service	0.333	4	8	YES
wn:10464711n	bn:00064104n	n	predecessor	one who precedes you in time (as in holding a position or office)	1.0	9	5	NO
wn:07040543n	bn:00064150n	n	prelude	music that precedes a fugue or introduces an act in an opera	0.805	1	5	YES
wn:07027942n	bn:00064169n	n	preparation	(music) a note that produces a dissonant chord is first heard in a consonant chord	0.857	2	6	YES
wn:07031276n	bn:00064397n	n	primo	the principal part of a duet (especially a piano duet)	1.0	3	7	YES
wn:15224692n	bn:00064472n	n	prison_term, sentence, time	the period of time a prisoner is imprisoned	0.007	8	6	NO
wn:07034409n	bn:00064548n	n	processional, prosodion	religious music used in a procession	0.5	3	6	YES
wn:07058871n	bn:00064549n	n	processional_march, recessional_march	a march to be played for processions	0.75	3	6	YES
wn:05643190n	bn:00064626n	n	proficiency, technique	skillfulness in the command of fundamentals deriving from practice and familiarity	0.727	7	5	NO
wn:06748466n	bn:00064647n	n	program, programme	an announcement of the events that will occur as part of a theatrical or sporting event	0.163	6	6	NO
wn:07281219n	bn:00064649n	n	program_music, programme_music	musical compositions intended to evoke images or remind the listener of events	0.25	2	6	YES
wn:11247002n	bn:00064678n	n	Prokofiev, Sergei_Sergeyevich_Prokofiev	Russian composer of ballets and symphonies and operas (1891-1953)	0.515	12	8	NO
wn:07010275n	bn:00064708n	n	promptbook, prompt_copy	the copy of the playscript used by the prompter	0.5	7	7	NO
wn:10487363n	bn:00064967n	n	psalmist	a composer of sacred songs	0.173	12	8	YES
wn:10492627n	bn:00065218n	n	puncher	someone who delivers punches	0.5	10	6	NO
wn:10492894n	bn:00065236n	n	punk_rocker, punk	a teenager or young adult who is a performer (or enthusiast) of punk rock and a member of the punk youth subculture	0.624	10	6	YES
wn:07065740n	bn:00065237n	n	punk_rock, punk	rock music with deliberately offensive lyrics expressing anger and social alienation; in part a reaction against progressive rock	0.72	4	7	YES
wn:05719605n	bn:00065278n	n	tone, pure_tone	a steady sound without overtones	0.384	11	9	YES
wn:04030965n	bn:00065499n	n	quadraphony, quadraphonic_system, quadriphonic_system	a stereophonic sound recording or reproducing system using four separate channels	0.541	14	10	YES
wn:07056593n	bn:00065508n	n	quadrille	music for dancing the quadrille	0.287	2	6	YES
wn:04987620n	bn:00065539n	n	timbre, timber, quality, tone	(music) the distinctive property of a complex sound (a voice or noise or musical sound)	0.484	7	5	YES
wn:06871262n	bn:00065595n	n	quarter_rest	a musical rest having one-fourth the time value of a whole rest	0.589	8	8	YES
wn:08247251n	bn:00065609n	n	quartet, quartette	four performers or singers who perform together	0.872	8	6	YES
wn:07041688n	bn:00065610n	n	quartet, quartette	a musical composition for four performers	1.0	2	6	YES
wn:10500942n	bn:00065675n	n	question_master, quizmaster	the host or chairman of a radio or tv quiz show or panel game	0.2	10	6	NO
wn:07058668n	bn:00065699n	n	quickstep	military march accompanying quick time	1.0	4	7	YES
wn:04982207n	bn:00065703n	n	silence, quiet	the absence of sound	0.123	7	5	YES
wn:04982856n	bn:00065706n	n	quietness, soundlessness	the property of making no sound	0.118	8	6	NO
wn:07041795n	bn:00065730n	n	quintet, quintette	a musical composition for five performers	1.0	2	6	YES
wn:08247703n	bn:00065731n	n	quintet, quintette	five performers or singers who perform together	0.881	8	6	YES
wn:05815412n	bn:00065754n	n	quodlibet	an issue that is presented for formal disputation	0.652	8	6	NO
wn:07064315n	bn:00065774n	n	rhythm_and_blues, R_and_B	a combination of blues and jazz that was developed in the United States by Black musicians; an important precursor of rock 'n' roll	0.784	3	6	YES
wn:06748841n	bn:00065808n	n	racecard	a program for a race meeting; lists the races and the names of the horses	0.143	7	7	NO
wn:11251531n	bn:00065821n	n	Rachmaninoff, Sergei_Rachmaninoff, Sergei_Vasilievich_Rachmaninoff, Rachmaninov, Sergei_Rachmaninov, Sergei_Vasilievich_Rachmaninov	composer and piano virtuoso born in Russia (1873-1943)	0.482	12	8	NO
wn:07390945n	bn:00065847n	n	racket	a loud and disturbing noise	1.0	9	7	YES
wn:07060844n	bn:00065987n	n	ragtime, rag	music with a syncopated melody (usually for the piano)	0.604	2	6	YES
wn:00951037n	bn:00066015n	n	rail_technology, railroading	the activity of designing and constructing and operating railroads	0.333	11	9	NO
wn:07391240n	bn:00066082n	n	rattle, rattling, rale	a rapid series of short loud sounds (as might be heard with a stethoscope in some types of respiratory disorders)	0.429	9	7	YES
wn:11361585n	bn:00066090n	n	Vaughan_Williams, Ralph_Vaughan_Williams	English composer influenced by folk tunes and music of the Tudor period (1872-1958)	0.417	12	8	NO
wn:10507482n	bn:00066191n	n	rapper	someone who performs rap music	0.653	12	8	YES
wn:07391079n	bn:00066219n	n	rat-a-tat-tat, rat-a-tat, rat-tat	a series of short sharp taps (as made by strokes on a drum or knocks on a door)	0.333	9	7	YES
wn:04056289n	bn:00066269n	n	rattle	a baby's toy that makes percussive noises when shaken	0.308	10	6	NO
wn:07449676n	bn:00066281n	n	rave	a dance party that lasts all night and electronically synthesized music is played	0.925	10	8	YES
wn:06693744n	bn:00066282n	n	rave	an extravagantly enthusiastic review	0.0	7	7	NO
wn:11295464n	bn:00066288n	n	Shankar, Ravi_Shankar	Indian sitar player who popularized classical Indian music in the West (born in 1920)	0.379	12	8	NO
wn:07039056n	bn:00066410n	n	realization, realisation	a musical composition that has been completed or enriched by someone other than the composer	0.75	2	6	YES
wn:00940043n	bn:00066413n	n	realization, realisation	the completion or enrichment of a piece of music left sparsely notated by a composer	0.8	11	9	YES
wn:00338821n	bn:00066440n	n	rearrangement	changing an arrangement	1.0	12	10	YES
wn:06804388n	bn:00066477n	n	recall	a bugle call that signals troops to return	0.0	5	5	NO
wn:07039238n	bn:00066482n	n	recapitulation	(music) the section of a composition or movement (especially in sonata form) in which musical themes that were introduced earlier are repeated	1.0	2	6	YES
wn:00940217n	bn:00066483n	n	recapitulation	(music) the repetition of themes introduced earlier (especially when one is composing the final part of a movement)	1.0	11	9	YES
wn:06893441n	bn:00066535n	n	recital	performance of music or dance especially by soloists	0.724	9	7	YES
wn:10511649n	bn:00066538n	n	recitalist	a musician who gives recitals	1.0	12	8	YES
